No,Ticker,Company Name,Sector,Sparkline,Price,Change%,Change,PriceOpen,High,Low,ClosePrev,Gap_Pct,Gap_Flag,Volume,Vol_Avg,Vol_Ratio,Vol_Flag,Daily_Range_Pct,Vol_Level,MarketCap,PE,PE_Grade,EPS,Beta,52W High,52W Low,Dist to 52W High,Dist_52W_Low,52W_Range_Pct,Range_Signal,MA20,MA50,MA200,Support,Breakout,Reversal,BSJP,Signal,Trend,Score,Score v2,Rank,Final_Signal,SL_Practical,TP_Target,RR_Ratio,ATR14,ATR %,RSI14,RSI Signal,Status,Volume_Flag,Liquidity_Score,Momentum_Score,ARA_Score,ARA_Dist_Pct,ARA_Stage,Gap_Score,Last Update,Clean Ticker
,IDX:SMMT,Golden Eagle Energy Tbk.,Energy,,1925,3.77,75,1900,1930,1900,1855,2.43,➡️ FLAT OPEN,2200,275113,0.01,NORMAL,1.56,💤 LOW,6610250000000,134.05,OVERVALUED,14.4,,3230,830,-40.40247678,127.88,43.87,⚡ MID ZONE,1745.714286,1883.225806,1514.767442,871.5,,,🟡 HOLD,STRONG_BUY,UP,47,32.05,🔥 Watchlist,❌ AVOID,1748.4,2310,2.18,,,,,🟢 ACTIVE,📉 LOW,,,1/30/1900 0:00:00,1/16/1900 0:00:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,SMMT
,IDX:SMRA,Summarecon Agung Tbk.,Property & Real Estate,,292,0,0,292,296,290,292,0,➡️ FLAT OPEN,2081600,24198747,0.09,NORMAL,2.05,💤 LOW,4853516640000,6.71,CHEAP,43.5,,488,254,-40.16393443,14.17,15.38,🟡 LOWER HALF,288.5714286,298.2580645,350.7751938,266.7,,,🟡 HOLD,HOLD,SIDEWAYS,45,28.78,⚠️ AVOID,➖ NEUTRAL,279.36,350,4.59,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SMRA
,IDX:SMRU,SMR Utama Tbk.,Basic Materials,,50,0,0,,,,50,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,,,—,-1.68,,50,50,0,0,,—,,,,52.5,,,🟡 HOLD,HOLD,SIDEWAYS,23,10,⚠️ AVOID,➖ NEUTRAL,46.5,50,0,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,SMRU
,IDX:SMSM,Selamat Sempurna Tbk.,Consumer Cyclicals,,1620,0.93,10,1625,1630,1615,1610,0.93,➡️ FLAT OPEN,157100,1726033,0.09,NORMAL,0.93,💤 LOW,9357846875000,8.42,CHEAP,192.44,,2050,1565,-20.97560976,3.83,12.37,🟢 NEAR BOTTOM,1635.357143,1722.580645,1755.658915,1643.25,,,🟡 HOLD,BUY,SIDEWAYS,32,22.01,⚠️ AVOID,➖ NEUTRAL,1592.09,1762,5.09,,,,,🟢 ACTIVE,📉 LOW,,,1/5/1900 0:00:00,1/18/1900 12:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SMSM
,IDX:SNLK,Sunter Lakeside Hotel Tbk.,Consumer Cyclicals,,224,-0.88,-2,226,226,222,226,0,➡️ FLAT OPEN,4942100,13257513,0.37,NORMAL,1.79,💤 LOW,100800000000,,—,-8.25,,565,200,-60.3539823,11,6.03,🟢 NEAR BOTTOM,230.8571429,236.0645161,305.1782946,210,,,🟡 HOLD,REDUCE,SIDEWAYS,18,37.35,🔥 Watchlist,❌ AVOID,224.01,269,,,,45.77,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/19/1900 16:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,SNLK
,IDX:SOCI,Soechi Lines Tbk.,Transportation & Logistics,,348,0.59,6,338,352,336,338,0,➡️ FLAT OPEN,4089600,14728417,0.28,NORMAL,4.6,NORMAL,2400060000000,13.65,FAIR,25.06,,780,167,-55.38461538,100,27.24,🟡 LOWER HALF,317.8571429,381.1612903,465.4918033,175.35,,,🟡 HOLD,BUY,SIDEWAYS,48,33.67,🔥 Watchlist,✅ CONFIRM BUY,311.82,418,1.93,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/16/1900 14:24:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SOCI
,IDX:SOFA,Boston Furniture Industries Tb,Consumer Cyclicals,,234,-1.65,-8,240,250,230,242,-0.83,➡️ FLAT OPEN,1018000,5673353,0.18,NORMAL,8.55,🌋 VERY HIGH,400164908000,,—,-3.14,,630,43,-62.85714286,458.14,33.56,🟡 LOWER HALF,256.5714286,320.5806452,422.6744186,45.15,,,🟡 HOLD,REDUCE,SIDEWAYS,24,29.97,⚠️ AVOID,✅ CONFIRM BUY,255.82,281,,,,,,🟢 ACTIVE,📉 LOW,,,1/25/1900 0:00:00,1/21/1900 14:24:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,SOFA
,IDX:SOHO,Soho Global Health Tbk.,Healthcare,,1135,0,0,1140,1140,1135,1135,0.44,➡️ FLAT OPEN,4400,146570,0.03,NORMAL,0.44,💤 LOW,14405056800000,21.93,PREMIUM,51.76,,4010,615,-71.6957606,83.74,15.17,🟡 LOWER HALF,1177.857143,1452.419355,1919.147287,645.75,,,🟡 HOLD,HOLD,SIDEWAYS,22,41.27,🔥 Watchlist,➖ NEUTRAL,1157.86,1362,,,,,,🟢 ACTIVE,📉 LOW,,,1/2/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SOHO
,IDX:SOLA,Xolare RCR Energy Tbk.,Energy,,107,1.92,2,104,110,104,104,0,➡️ FLAT OPEN,2264100,6401530,0.35,NORMAL,5.61,🔥 HIGH,348461644000,6.28,CHEAP,16.88,,206,75,-48.05825243,38.67,22.14,🟡 LOWER HALF,96.71428571,109.7096774,123.6899225,78.75,,,🟡 HOLD,BUY,SIDEWAYS,51,34.88,🔥 Watchlist,✅ CONFIRM BUY,96.72,128,2.04,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/22/1900 19:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SOLA
,IDX:SONA,Sona Topas Tourism Industry Tb,Consumer Cyclicals,,2300,0,0,2220,2320,2220,2300,-3.48,⬇️ GAP DOWN,2000,49677,0.04,NORMAL,4.35,NORMAL,1523520000000,17.76,FAIR,129.48,,5500,1730,-58.18181818,31.79,14.59,🟢 NEAR BOTTOM,2117.142857,2190.967742,2229.960938,1816.5,,,🟡 HOLD,HOLD,SIDEWAYS,40,36.61,🔥 Watchlist,➖ NEUTRAL,2120.4,2760,2.56,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,SONA
,IDX:SOSS,Shield On Service Tbk.,Industrials,,775,0,0,,,,775,-100,⬇️ GAP DOWN,0,9560,0,NORMAL,,—,755257340000,,—,-20.19,,1620,400,-52.16049383,75,24.59,🟡 LOWER HALF,760,808.9655172,854.3951613,420,,,🟡 HOLD,HOLD,SIDEWAYS,44,31.24,🔥 Watchlist,❌ AVOID,729.92,930,3.44,,,,,🟢 ACTIVE,📉 LOW,,,2/3/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,SOSS
,IDX:SOTS,Satria Mega Kencana Tbk.,Consumer Cyclicals,,620,0,-10,625,630,605,630,-0.79,➡️ FLAT OPEN,32900,830057,0.04,NORMAL,4.03,NORMAL,615002460000,,—,-10.84,,5025,234,-87.66169154,164.96,8.06,🟢 NEAR BOTTOM,626.0714286,759.0322581,1293.117117,245.7,,,🟡 HOLD,HOLD,SIDEWAYS,21,47.61,🔥 Watchlist,❌ AVOID,613.04,744,—,,,46.37,,🟢 ACTIVE,📉 LOW,,,1/2/1900 0:00:00,1/20/1900 7:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SOTS
,IDX:SOUL,Mitra Tirta Buwana Tbk.,Consumer Non-Cyclicals,,41,-2.38,-1,42,42,41,42,0,➡️ FLAT OPEN,16700,1759600,0.01,NORMAL,2.44,💤 LOW,44383566000,,—,-3.47,,115,29,-64.34782609,44.83,15.12,🟡 LOWER HALF,36.42857143,41.06451613,63.20930233,30.45,,,🟡 HOLD,SELL,DOWN,31,34.49,🔥 Watchlist,✅ CONFIRM BUY,39.06,49,4.12,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/26/1900 16:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,SOUL
,IDX:SPMA,Suparma Tbk.,Basic Materials,,206,0,0,208,210,206,206,0.97,➡️ FLAT OPEN,3300,406213,0.01,NORMAL,1.94,💤 LOW,844665302000,8.18,CHEAP,25.19,,338.46,178,-39.13608698,15.73,17.45,🟡 LOWER HALF,201.2857143,205.2903226,223.5503876,186.9,,,🟡 HOLD,HOLD,SIDEWAYS,44,28.21,⚠️ AVOID,❌ AVOID,195.55,247,3.92,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SPMA
,IDX:SPRE,Soraya Berjaya Indonesia Tbk.,Consumer Cyclicals,,78,-4.94,-3,73,81,73,81,-9.88,⬇️ GAP DOWN,609000,2662197,0.23,NORMAL,10.26,🌋 VERY HIGH,62400000000,40.23,OVERVALUED,1.89,,356,59,-78.08988764,35.59,7.07,🟢 NEAR BOTTOM,74.21428571,78.03225806,125.4369748,61.95,,,🟡 HOLD,SELL,DOWN,29,36.73,🔥 Watchlist,✅ CONFIRM BUY,74.4,94,4.44,,,,,🟢 ACTIVE,📉 LOW,,,2/10/1900 0:00:00,1/27/1900 16:48:00,⬇️ RED,📉 GAP DOWN,2026-06-24 10:17:31,SPRE
,IDX:SPTO,Surya Pertiwi Tbk.,Industrials,,550,0,0,555,555,550,555,0,➡️ FLAT OPEN,138600,1978653,0.07,NORMAL,0.91,💤 LOW,1498500000000,6.19,CHEAP,89.69,,710,525,-22.53521127,4.76,13.51,🟢 NEAR BOTTOM,554.6428571,567.4193548,627.1317829,551.25,,,🟡 HOLD,HOLD,SIDEWAYS,32,20.81,⚠️ AVOID,✅ CONFIRM BUY,539.64,603,5.12,,,,,🟢 ACTIVE,📉 LOW,,,1/17/1900 0:00:00,1/19/1900 16:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SPTO
,IDX:SQMI,Wilton Makmur Indonesia Tbk.,Basic Materials,,42,5,2,42,42,42,40,5,⬆️ GAP UP,0,3789657,0,NORMAL,0,💤 LOW,652578780000,,—,-1.76,,80,40,-47.5,2.5,2.5,🟢 NEAR BOTTOM,43.14285714,45,54.02666667,42,,,🟡 HOLD,STRONG_BUY,UP,35,43.27,🔥 Watchlist,✅ CONFIRM BUY,42.16,50,,,,,,🟢 ACTIVE,📉 LOW,,,1/28/1900 0:00:00,1/21/1900 4:48:00,🟡 MOMENTUM,📈 GAP UP,2026-06-24 10:17:31,SQMI
,IDX:SRAJ,Sejahteraraya Anugrahjaya Tbk.,Healthcare,,10625,-4.06,0,10900,10900,10200,11075,-1.58,➡️ FLAT OPEN,400,107633,0,NORMAL,6.59,🔥 HIGH,130038843750000,,—,-21.44,,19200,3700,-44.66145833,165.54,39.52,🟡 LOWER HALF,11061.53846,12564.65517,15137.2807,3885,,,🟡 HOLD,SELL,DOWN,24,17.69,⚠️ AVOID,❌ AVOID,10768.73,12750,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/19/1900 2:24:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,SRAJ
,IDX:SRIL,Sri Rejeki Isman Tbk.,Consumer Cyclicals,,146,0,0,,,,146,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,,,—,,,155,145,-5.806451613,0.69,10,🟢 NEAR BOTTOM,,,,152.25,,,🟡 HOLD,HOLD,SIDEWAYS,30,12.83,⚠️ AVOID,➖ NEUTRAL,135.78,149,0.29,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,SRIL
,IDX:SRSN,Indo Acidatama Tbk,Basic Materials,,71,-2.74,-2,73,75,70,73,0,➡️ FLAT OPEN,8920100,100327037,0.09,NORMAL,7.04,🔥 HIGH,427420000000,4.43,CHEAP,16.03,,83,50,-14.45783133,46,69.7,⚡ MID ZONE,63.78571429,65.87096774,63.25581395,52.5,,,🟡 HOLD,SELL,DOWN,46,8.79,⚠️ AVOID,➖ NEUTRAL,67.89,75,1.29,,,,,🟢 ACTIVE,📉 LOW,,,1/22/1900 0:00:00,1/27/1900 0:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,SRSN
,IDX:SRTG,Saratoga Investama Sedaya Tbk.,Financials,,1490,1.01,10,1490,1505,1490,1485,0.34,➡️ FLAT OPEN,825300,5211030,0.16,NORMAL,1.01,💤 LOW,20279420850000,1.1,CHEAP,1357.65,,2200,1235,-32.27272727,20.65,26.42,🟡 LOWER HALF,1433.571429,1565.967742,1660.503876,1296.75,,,🟡 HOLD,BUY,SIDEWAYS,52,26.44,⚠️ AVOID,❌ AVOID,1397.45,1724,2.53,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/18/1900 16:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SRTG
,IDX:SSIA,Surya Semesta Internusa Tbk.,Property & Real Estate,,1645,2.82,40,1600,1645,1600,1595,0.31,➡️ FLAT OPEN,2542700,22374567,0.11,NORMAL,2.74,💤 LOW,7716608360000,344.03,OVERVALUED,4.78,,3160,1075,-47.94303797,47.44,24.46,🟡 LOWER HALF,1582.857143,1646.935484,1575.542636,1128.75,,,🟡 HOLD,STRONG_BUY,UP,47,36.15,🔥 Watchlist,➖ NEUTRAL,1542.3,1974,3.2,,,,,🟢 ACTIVE,📉 LOW,,,1/21/1900 0:00:00,1/16/1900 12:00:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,SSIA
,IDX:SSMS,Sawit Sumbermas Sarana Tbk.,Consumer Non-Cyclicals,,805,1.9,10,805,810,785,790,1.9,➡️ FLAT OPEN,7702100,13463767,0.57,NORMAL,3.11,NORMAL,7620000000000,6.74,CHEAP,119.4,,1920,650,-58.07291667,22.31,11.42,🟢 NEAR BOTTOM,761.7857143,950.9677419,1384.302326,682.5,,,🟡 HOLD,BUY,SIDEWAYS,47,40.91,🔥 Watchlist,✅ CONFIRM BUY,742.05,966,2.56,,,,,🟢 ACTIVE,📉 LOW,,,1/30/1900 0:00:00,1/17/1900 12:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SSMS
,IDX:SSTM,Sunson Textile Manufacture Tbk,Consumer Cyclicals,,408,0,0,408,408,400,408,0,➡️ FLAT OPEN,5200,454970,0.01,NORMAL,1.96,💤 LOW,477730872000,,—,-13.63,,4600,153,-91.13043478,158.82,5.46,🟢 NEAR BOTTOM,400,490.3548387,1231.227642,160.65,,,🟡 HOLD,HOLD,SIDEWAYS,36,49.32,🔥 Watchlist,❌ AVOID,394.34,490,6,,,,,🟢 ACTIVE,📉 LOW,,,1/12/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SSTM
,IDX:STAA,Sumber Tani Agung Resources Tb,Consumer Non-Cyclicals,,1040,0.48,5,1035,1040,1025,1035,0,➡️ FLAT OPEN,1354200,5986000,0.23,NORMAL,1.44,💤 LOW,11339504800000,7.11,CHEAP,146.31,,1965,740,-47.07379135,37.84,22.86,🟡 LOWER HALF,960,1054.677419,1222.286822,777,,,🟡 HOLD,HOLD,SIDEWAYS,51,31.61,🔥 Watchlist,➖ NEUTRAL,948.6,1248,2.28,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/18/1900 14:24:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,STAA
,IDX:STAR,Buana Artha Anugerah Tbk.,Property & Real Estate,,292,0.69,2,290,292,280,290,0,➡️ FLAT OPEN,9800,472250,0.02,NORMAL,4.11,NORMAL,1401600000000,61.08,OVERVALUED,4.78,,895,27,-67.37430168,974.07,30.3,🟡 LOWER HALF,312.5714286,438.2258065,526.1061947,28.35,,,🟡 HOLD,BUY,SIDEWAYS,27,35.99,🔥 Watchlist,❌ AVOID,309.75,350,,,,,,🟢 ACTIVE,📉 LOW,,,1/5/1900 0:00:00,1/18/1900 9:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,STAR
,IDX:STRK,Lovina Beach Brewery Tbk.,Consumer Non-Cyclicals,,72,4.41,4,68,73,68,68,0,➡️ FLAT OPEN,12603700,27082037,0.47,NORMAL,6.94,🔥 HIGH,771971760000,,—,-1.68,,276,60,-73.91304348,18.33,5.09,🟢 NEAR BOTTOM,71.14285714,86.09677419,143.7984496,63,,,🟡 HOLD,STRONG_BUY,UP,42,54.11,⭐ Strong Buy,❌ AVOID,70.16,86,7.61,,,,,🟢 ACTIVE,📉 LOW,,,1/30/1900 0:00:00,1/20/1900 14:24:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,STRK
,IDX:STTP,Siantar Top Tbk.,Consumer Non-Cyclicals,,9475,-0.79,-75,9350,9475,9350,9550,-2.09,➡️ FLAT OPEN,900,1293,0.7,NORMAL,1.32,💤 LOW,12412250000000,11.09,FAIR,854.75,,11725,9250,-19.18976546,8.11,30.3,🟡 LOWER HALF,9559.090909,9729.807692,9855.625,9712.5,,,🟡 HOLD,REDUCE,SIDEWAYS,33,17.78,⚠️ AVOID,✅ CONFIRM BUY,9386.77,10218,8.42,,,,,🟢 ACTIVE,📉 LOW,,,1/17/1900 0:00:00,1/16/1900 7:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,STTP
,IDX:SUGI,Sugih Energy Tbk.,Energy,,50,0,0,,,,50,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,,,—,,,50,50,0,0,,—,,,,52.5,,,🟡 HOLD,HOLD,SIDEWAYS,23,10,⚠️ AVOID,➖ NEUTRAL,46.5,50,0,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,SUGI
,IDX:SULI,SLJ Global Tbk.,Basic Materials,,80,0,0,82,82,77,80,2.5,➡️ FLAT OPEN,469400,7217017,0.07,NORMAL,6.25,🔥 HIGH,505662080000,,—,-11.55,,226,68,-64.60176991,17.65,7.59,🟢 NEAR BOTTOM,77.28571429,87.06451613,113.9379845,71.4,,,🟡 HOLD,HOLD,SIDEWAYS,37,40.8,🔥 Watchlist,✅ CONFIRM BUY,75.92,96,3.92,,,,,🟢 ACTIVE,📉 LOW,,,1/30/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SULI
,IDX:SUNI,Sunindo Pratama Tbk.,Energy,,640,-1.54,-10,650,655,630,650,0,➡️ FLAT OPEN,119600,456010,0.26,NORMAL,3.91,NORMAL,1600000000000,10.58,FAIR,60.5,,950,570,-32.63157895,11.4,17.11,🟡 LOWER HALF,654.6428571,644.3548387,749.4573643,598.5,,,🟡 HOLD,REDUCE,SIDEWAYS,22,22.14,⚠️ AVOID,❌ AVOID,633.73,742,—,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/20/1900 4:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,SUNI
,IDX:SUPA,Super Bank Indonesia Tbk.,Financials,,555,-0.88,0,565,575,560,565,0,➡️ FLAT OPEN,4205300,55892387,0.08,NORMAL,2.7,💤 LOW,18960298250000,105.91,OVERVALUED,5.24,,1350,510,-58.88888889,10.78,6.55,🟢 NEAR BOTTOM,652.8571429,760.6451613,900.7894737,535.5,,,🟡 HOLD,REDUCE,SIDEWAYS,16,36.87,🔥 Watchlist,❌ AVOID,647.96,666,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/20/1900 9:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,SUPA
,IDX:SUPR,Solusi Tunas Pratama Tbk.,Infrastructure,,43850,0,0,,,,43850,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,49882839150000,39.81,OVERVALUED,1101.36,,43850,43850,0,0,,—,,,,46042.5,,,🟡 HOLD,HOLD,SIDEWAYS,21,10,⚠️ AVOID,➖ NEUTRAL,40780.5,43850,0,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/15/1900 16:48:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,SUPR
,IDX:SURE,Super Energy Tbk.,Energy,,2700,-2.53,-70,2700,2700,2700,2770,-2.53,➡️ FLAT OPEN,500,68740,0.01,NORMAL,0,💤 LOW,4043455200000,,—,-13,,4560,2200,-40.78947368,22.73,21.19,🟡 LOWER HALF,2881.428571,2735.806452,2735.03876,2310,,,🟡 HOLD,SELL,DOWN,25,23.48,⚠️ AVOID,❌ AVOID,2790.37,3240,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/21/1900 0:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,SURE
,IDX:SURI,Maja Agung Latexindo Tbk.,Healthcare,,63,-1.56,-1,63,64,63,64,-1.56,➡️ FLAT OPEN,1257400,33819253,0.04,NORMAL,1.59,💤 LOW,399065562000,,—,-0.03,,152,50,-58.55263158,26,12.75,🟢 NEAR BOTTOM,59.85714286,69.12903226,79.13178295,52.5,,,🟡 HOLD,REDUCE,SIDEWAYS,32,34.09,🔥 Watchlist,➖ NEUTRAL,58.59,76,2.95,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/26/1900 2:24:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,SURI
,IDX:SWAT,Sriwahana Adityakarta Tbk.,Industrials,,16,0,0,,,,16,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,48307200000,,—,,,18,16,-11.11111111,0,0,🟢 NEAR BOTTOM,,,,16.8,,,🟡 HOLD,HOLD,SIDEWAYS,30,15.56,⚠️ AVOID,➖ NEUTRAL,14.88,17,0.89,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,SWAT
,IDX:SWID,Saraswanti Indoland Developmen,Property & Real Estate,,90,0,-1,89,91,89,91,-2.2,➡️ FLAT OPEN,197400,8986170,0.02,NORMAL,2.22,💤 LOW,484651710000,10.98,FAIR,8.2,,180,56,-50,60.71,27.42,🟡 LOWER HALF,89,96.87096774,112.8139535,58.8,,,🟡 HOLD,HOLD,SIDEWAYS,48,31.22,🔥 Watchlist,❌ AVOID,86.65,108,5.37,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/25/1900 16:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,SWID
,IDX:TALF,Tunas Alfin Tbk.,Basic Materials,,675,0,0,680,725,655,675,0.74,➡️ FLAT OPEN,34200,312150,0.11,NORMAL,10.37,🌋 VERY HIGH,913567950000,22.69,PREMIUM,29.75,,1000,272,-32.5,148.16,55.36,⚡ MID ZONE,677.5,718.0645161,632.3410853,285.6,,,🟡 HOLD,HOLD,SIDEWAYS,30,20.28,⚠️ AVOID,✅ CONFIRM BUY,661.22,782,7.76,,,,,🟢 ACTIVE,📉 LOW,,,1/31/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,TALF
,IDX:TAMA,Lancartama Sejati Tbk.,Industrials,,157,-1.26,-2,167,167,150,159,5.03,⬆️ GAP UP,1854400,7411247,0.25,NORMAL,10.83,🌋 VERY HIGH,188400000000,,—,-9.16,,252,20,-37.6984127,710,61.21,⚡ MID ZONE,150.3571429,182.3548387,109.6134454,21,,,🟡 HOLD,REDUCE,SIDEWAYS,39,17.6,⚠️ AVOID,❌ AVOID,150.66,188,4.89,,,,,🟢 ACTIVE,📉 LOW,,,1/23/1900 0:00:00,1/25/1900 21:36:00,⬇️ RED,📈 GAP UP,2026-06-24 10:17:31,TAMA
,IDX:TAMU,Pelayaran Tamarin Samudra Tbk.,Transportation & Logistics,,19,5.26,0,,,,19,-100,⬇️ GAP DOWN,0,5889933,0,NORMAL,,—,712500000000,,—,-0.89,,75,13,-74.66666667,53.85,11.29,🟢 NEAR BOTTOM,19.35714286,22.38709677,33.31007752,13.65,,,🟡 HOLD,STRONG_BUY,UP,31,54.7,⭐ Strong Buy,❌ AVOID,18.88,23,—,,,,,🟢 ACTIVE,📉 LOW,,,2/18/1900 0:00:00,1/24/1900 21:36:00,🟡 MOMENTUM,📉 GAP DOWN,2026-06-24 10:17:31,TAMU
,IDX:TAPG,Triputra Agro Persada Tbk.,Consumer Non-Cyclicals,,1495,0,-10,1520,1520,1490,1505,1,➡️ FLAT OPEN,770600,34025553,0.02,NORMAL,2.01,💤 LOW,29679532350000,8.17,CHEAP,182.93,,2300,945,-35,61.29,41.61,⚡ MID ZONE,1443.928571,1616.129032,1629.767442,992.25,,,🟡 HOLD,HOLD,SIDEWAYS,51,23.82,⚠️ AVOID,❌ AVOID,1404.56,1761,2.94,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/19/1900 12:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,TAPG
,IDX:TARA,Agung Semesta Sejahtera Tbk.,Consumer Cyclicals,,27,0,0,,27,27,27,-100,⬇️ GAP DOWN,25000,902580,0.03,NORMAL,0,💤 LOW,271880280000,,—,-0.46,,57,8,-52.63157895,237.5,38.78,🟡 LOWER HALF,27.78571429,29.32258065,33.26356589,8.4,,,🟡 HOLD,HOLD,SIDEWAYS,29,29.28,⚠️ AVOID,❌ AVOID,27.16,32,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,TARA
,IDX:TAXI,Express Transindo Utama Tbk.,Transportation & Logistics,,14,0,0,14,14,14,14,0,➡️ FLAT OPEN,3291500,19965890,0.16,NORMAL,0,💤 LOW,143131100000,,—,-1.76,,36,6,-61.11111111,116.67,23.33,🟡 LOWER HALF,13.57142857,15,18.47286822,6.3,,,🟡 HOLD,HOLD,SIDEWAYS,44,34.84,🔥 Watchlist,❌ AVOID,13.13,17,3.45,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,TAXI
,IDX:TAYS,Jaya Swarasa Agung Tbk.,Consumer Non-Cyclicals,,50,0,0,50,50,50,50,0,➡️ FLAT OPEN,15200,4427577,0,NORMAL,0,💤 LOW,54946000000,,—,-60.54,,107,50,-53.27102804,0,0,🟢 NEAR BOTTOM,50,54.19354839,68.68992248,52.5,,,🟡 HOLD,HOLD,SIDEWAYS,25,36.64,🔥 Watchlist,➖ NEUTRAL,48.5,60,6.67,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,TAYS
