No,Ticker,Company Name,Sector,Sparkline,Price,Change%,Change,PriceOpen,High,Low,ClosePrev,Gap_Pct,Gap_Flag,Volume,Vol_Avg,Vol_Ratio,Vol_Flag,Daily_Range_Pct,Vol_Level,MarketCap,PE,PE_Grade,EPS,Beta,52W High,52W Low,Dist to 52W High,Dist_52W_Low,52W_Range_Pct,Range_Signal,MA20,MA50,MA200,Support,Breakout,Reversal,BSJP,Signal,Trend,Score,Score v2,Rank,Final_Signal,SL_Practical,TP_Target,RR_Ratio,ATR14,ATR %,RSI14,RSI Signal,Status,Volume_Flag,Liquidity_Score,Momentum_Score,ARA_Score,ARA_Dist_Pct,ARA_Stage,Gap_Score,Last Update,Clean Ticker
,IDX:AADI,Adaro Andalan Indonesia Tbk.,Energy,,8075,0.94,75,8000,8125,8000,7975,0.31,➡️ FLAT OPEN,2800500,21391920,0.13,NORMAL,1.55,💤 LOW,62489800275000,4.99,CHEAP,1614.32,,11800,6650,-31.56779661,19.92,25.73,🟡 LOWER HALF,8000,8558.870968,8820.736434,6982.5,,,🟡 HOLD,BUY,SIDEWAYS,52,25.9,⚠️ AVOID,❌ AVOID,7779.4,9304,4.16,,,,,🟢 ACTIVE,📉 LOW,,,16,15.6,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AADI
,IDX:AALI,Astra Agro Lestari Tbk.,Consumer Non-Cyclicals,,6175,0,0,6150,6200,6125,6150,0,➡️ FLAT OPEN,249400,3452450,0.07,NORMAL,1.21,💤 LOW,11884948400000,7.58,CHEAP,814.72,,9000,5600,-31.38888889,9.38,15.44,🟡 LOWER HALF,6183.928571,6839.516129,7443.023256,5880,,,🟡 HOLD,HOLD,SIDEWAYS,30,24.76,⚠️ AVOID,➖ NEUTRAL,6039.87,7107,6.9,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/15/1900 7:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AALI
,IDX:ABBA,Mahaka Media Tbk.,Consumer Cyclicals,,34,0,0,,34,34,34,-100,⬇️ GAP DOWN,800,344373,0,NORMAL,0,💤 LOW,133820396000,,—,-6.52,,97,29,-64.94845361,17.24,7.35,🟢 NEAR BOTTOM,34.35714286,36.61290323,46.17054264,30.45,,,🟡 HOLD,HOLD,SIDEWAYS,22,41,🔥 Watchlist,➖ NEUTRAL,33.37,41,—,,,,,🟢 ACTIVE,📉 LOW,,,1/2/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,ABBA
,IDX:ABDA,Asuransi Bina Dana Arta Tbk.,Financials,,3320,-1.78,-60,3320,3360,3320,3380,-1.78,➡️ FLAT OPEN,1600,16637,0.1,NORMAL,1.2,💤 LOW,2061077912000,18.6,FAIR,178.46,,4760,2230,-30.25210084,48.43,42.69,⚡ MID ZONE,3283.076923,3454.333333,3032.522523,2341.5,,,🟡 HOLD,REDUCE,SIDEWAYS,43,18.28,⚠️ AVOID,❌ AVOID,3198.23,3795,3.9,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/20/1900 9:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ABDA
,IDX:ABMM,ABM Investama Tbk.,Energy,,2430,0.41,10,2450,2450,2420,2420,1.24,➡️ FLAT OPEN,11600,1297097,0.01,NORMAL,1.23,💤 LOW,6690190950000,5.92,CHEAP,410.6,,3190,2120,-23.82445141,14.62,28.97,🟡 LOWER HALF,2355.714286,2525.16129,2829.302326,2226,,,🟡 HOLD,HOLD,SIDEWAYS,53,21.46,⚠️ AVOID,➖ NEUTRAL,2285.32,2681,1.73,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/18/1900 16:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ABMM
,IDX:ACES,Aspirasi Hidup Indonesia Tbk.,Consumer Cyclicals,,338,2.42,4,332,338,332,330,0.61,➡️ FLAT OPEN,5815300,36216590,0.16,NORMAL,1.78,💤 LOW,5752447680000,8.35,CHEAP,40.24,,525,310,-35.61904762,7.1,10.23,🟢 NEAR BOTTOM,347.5714286,356.3225806,387.0852713,325.5,,,🔵 BUY,STRONG_BUY,UP,35,31.82,🔥 Watchlist,❌ AVOID,336.91,400,—,,,,,🟢 ACTIVE,📉 LOW,,,1/11/1900 0:00:00,1/17/1900 2:24:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,ACES
,IDX:ACRO,Samcro Hyosung Adilestari Tbk.,Basic Materials,,65,1.56,1,65,65,63,64,1.56,➡️ FLAT OPEN,696300,4936583,0.14,NORMAL,3.08,NORMAL,225507425000,25.52,PREMIUM,2.47,,128,51,-49.21875,25.49,16.88,🟡 LOWER HALF,60.28571429,65.22580645,78.60465116,53.55,,,🟡 HOLD,BUY,SIDEWAYS,38,35.58,🔥 Watchlist,❌ AVOID,59.52,78,2.37,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/23/1900 19:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ACRO
,IDX:ACST,Acset Indonusa Tbk.,Industrials,,73,0,0,73,73,,73,0,➡️ FLAT OPEN,0,420987,0,NORMAL,,—,1290286680000,,—,-42.48,,204,69,-64.21568627,5.8,2.96,🟢 NEAR BOTTOM,72.71428571,82.32258065,114.1085271,72.45,,,🟡 HOLD,HOLD,SIDEWAYS,38,41.56,🔥 Watchlist,➖ NEUTRAL,71.2,88,8.33,,,,,🟢 ACTIVE,📉 LOW,,,2/6/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ACST
,IDX:ADCP,Adhi Commuter Properti Tbk.,Property & Real Estate,,50,0,0,,,,50,-100,⬇️ GAP DOWN,0,2774283,0,ILLIQUID,,—,1111111000000,,—,-96,,75,50,-33.33333333,0,0,🟢 NEAR BOTTOM,50,50.04761905,53.68907563,52.5,,,🟡 HOLD,HOLD,SIDEWAYS,25,26.67,⚠️ AVOID,➖ NEUTRAL,48.5,58,5.33,,,,,🟢 ACTIVE,📉 LOW,,,1/24/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,ADCP
,IDX:ADES,Akasha Wira International Tbk.,Consumer Non-Cyclicals,,34675,0.51,175,34950,36000,32025,34500,1.3,➡️ FLAT OPEN,76500,70250,1.09,NORMAL,11.46,🌋 VERY HIGH,20454671540000,24.04,PREMIUM,1442.27,,36000,10325,-3.680555556,222.28,93.01,🔴 NEAR 52W HIGH,23960.71429,22597.58065,17393.99225,10841.25,,,🟡 HOLD,BUY,SIDEWAYS,45,5.84,⚠️ AVOID,⚠️ PUMP WARNING,30945.75,35112,0.12,,,,,🟢 ACTIVE,📉 LOW,,,2/3/1900 0:00:00,1/15/1900 4:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ADES
,IDX:ADHI,Adhi Karya (Persero) Tbk.,Industrials,,158,-0.63,-1,158,159,155,159,-0.63,➡️ FLAT OPEN,634700,6595257,0.1,NORMAL,2.53,💤 LOW,1328401748000,,—,-624.28,,318,130,-50.31446541,21.54,14.89,🟢 NEAR BOTTOM,154.7857143,174.2580645,215.8294574,136.5,,,🟡 HOLD,REDUCE,SIDEWAYS,32,32.13,🔥 Watchlist,❌ AVOID,150.87,190,4.49,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/25/1900 9:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ADHI
,IDX:ADMF,Adira Dinamika Multi Finance T,Financials,,8000,0,0,8000,8000,8000,8000,0,➡️ FLAT OPEN,1800,73333,0.02,NORMAL,0,💤 LOW,9886424000000,5.18,CHEAP,1544.06,,9350,7675,-14.43850267,4.89,22.39,🟡 LOWER HALF,8076.785714,8333.870968,8485.077519,8058.75,,,🟡 HOLD,HOLD,SIDEWAYS,40,16.81,⚠️ AVOID,➖ NEUTRAL,7853.77,8446,3.05,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/15/1900 16:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ADMF
,IDX:ADMG,Polychem Indonesia Tbk,Basic Materials,,200,0.5,1,199,206,199,199,0,➡️ FLAT OPEN,42500,308017,0.14,NORMAL,3.5,NORMAL,777835800000,,—,-1.07,,268,106,-25.37313433,87.74,57.41,⚡ MID ZONE,202.1428571,201.9677419,204.1085271,111.3,,,🟡 HOLD,HOLD,SIDEWAYS,29,18.99,⚠️ AVOID,➖ NEUTRAL,197.04,222,7.43,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/24/1900 14:24:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ADMG
,IDX:ADMR,Alamtri Minerals Indonesia Tbk,Energy,,1500,-1.97,-30,1525,1530,1490,1525,0,➡️ FLAT OPEN,3417400,46170043,0.07,NORMAL,2.67,💤 LOW,61323495000000,11.7,FAIR,127.8,,2320,920,-35.34482759,64.67,42.5,⚡ MID ZONE,1508.571429,1592.741935,1758.914729,966,,,🟡 HOLD,REDUCE,SIDEWAYS,28,19.87,⚠️ AVOID,❌ AVOID,1458.56,1771,6.54,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/20/1900 7:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ADMR
,IDX:ADRO,Alamtri Resources Indonesia Tb,Energy,,2280,-0.87,-20,2290,2300,2270,2290,0,➡️ FLAT OPEN,1684400,74057763,0.02,NORMAL,1.32,💤 LOW,67008470400000,7.41,CHEAP,306.26,,2700,1625,-15.55555556,39.69,60,⚡ MID ZONE,2260,2338.709677,2252.984496,1706.25,,,🟡 HOLD,REDUCE,SIDEWAYS,46,13.16,⚠️ AVOID,❌ AVOID,2191.55,2419,1.57,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/19/1900 7:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ADRO
,IDX:AEGS,Anugerah Spareparts Sejahtera,Industrials,,39,-2.5,0,40,40,39,40,0,➡️ FLAT OPEN,62300,3037330,0.02,NORMAL,2.56,💤 LOW,39237120000,151.25,OVERVALUED,0.26,,101,30,-61.38613861,30,12.68,🟢 NEAR BOTTOM,40.14285714,44.90322581,58.92248062,31.5,,,🟡 HOLD,SELL,DOWN,14,33.39,🔥 Watchlist,➖ NEUTRAL,39.25,47,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/26/1900 19:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AEGS
,IDX:AGAR,Asia Sejahtera Mina Tbk.,Consumer Non-Cyclicals,,220,0,0,220,228,220,220,0,➡️ FLAT OPEN,500,300897,0,NORMAL,3.64,NORMAL,220000000000,44.52,OVERVALUED,4.94,,420,194,-47.61904762,14.43,12.39,🟢 NEAR BOTTOM,215.8571429,227.3548387,242.7286822,203.7,,,🟡 HOLD,HOLD,SIDEWAYS,36,32.63,🔥 Watchlist,✅ CONFIRM BUY,210.3,264,4.54,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AGAR
,IDX:AGII,Samator Indo Gas Tbk.,Basic Materials,,2620,0,0,2620,2630,2600,2620,0,➡️ FLAT OPEN,3800,518683,0.01,NORMAL,1.15,💤 LOW,8034649200000,93.63,OVERVALUED,27.98,,3700,675,-29.18918919,289.63,64.63,⚡ MID ZONE,2636.428571,2781.935484,2463.414634,708.75,,,🟡 HOLD,HOLD,SIDEWAYS,27,17.17,⚠️ AVOID,✅ CONFIRM BUY,2563.39,2976,6.29,,,,,🟢 ACTIVE,📉 LOW,,,1/17/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AGII
,IDX:AGRO,Bank Raya Indonesia Tbk.,Financials,,154,1.99,3,151,156,151,151,0,➡️ FLAT OPEN,1255400,10178527,0.12,NORMAL,3.25,NORMAL,3771935860000,,—,-20.77,,272,119,-43.38235294,26.89,20.92,🟡 LOWER HALF,146.6428571,161.4193548,199.0697674,124.95,,,🟡 HOLD,BUY,SIDEWAYS,45,33.4,🔥 Watchlist,✅ CONFIRM BUY,143.37,185,2.92,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/23/1900 12:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AGRO
,IDX:AGRS,Bank IBK Indonesia Tbk.,Financials,,61,-1.61,-1,62,62,61,62,0,➡️ FLAT OPEN,126600,4030970,0.03,NORMAL,1.64,💤 LOW,2889390660000,16.23,FAIR,3.76,,97,52,-37.11340206,17.31,20,🟡 LOWER HALF,61.28571429,63.87096774,72.63565891,54.6,,,🟡 HOLD,REDUCE,SIDEWAYS,17,23.86,⚠️ AVOID,❌ AVOID,59.56,73,8.33,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/26/1900 2:24:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AGRS
,IDX:AHAP,Asuransi Harta Aman Pratama Tb,Financials,,87,3.57,3,84,89,84,84,0,➡️ FLAT OPEN,2605500,25573840,0.1,NORMAL,5.75,🔥 HIGH,426300000000,,—,-4.45,,214,58,-59.34579439,48.28,17.95,🟡 LOWER HALF,80.71428571,90.22580645,113.7622951,60.9,,,🟡 HOLD,STRONG_BUY,UP,41,43.48,🔥 Watchlist,❌ AVOID,79.98,104,2.42,,,,,🟢 ACTIVE,📉 LOW,,,1/28/1900 0:00:00,1/22/1900 7:12:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,AHAP
,IDX:AIMS,Artha Mahiya Investama Tbk.,Financials,,438,2.78,-4,440,446,408,432,1.85,➡️ FLAT OPEN,473100,642780,0.74,NORMAL,8.68,🌋 VERY HIGH,97680000000,,—,-3.62,,1015,274,-56.84729064,55.47,20.51,🟡 LOWER HALF,384.7142857,400.6451613,431.515625,287.7,,,🟡 HOLD,STRONG_BUY,UP,52,40.24,🔥 Watchlist,✅ CONFIRM BUY,396.18,526,2.1,,,,,🟢 ACTIVE,📉 LOW,,,2/12/1900 0:00:00,1/17/1900 21:36:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,AIMS
,IDX:AISA,FKS Food Sejahtera Tbk.,Consumer Non-Cyclicals,,100,1.02,2,98,102,98,98,0,➡️ FLAT OPEN,721600,3846670,0.19,NORMAL,4,NORMAL,912556400000,14.08,FAIR,7.03,,183,86,-45.35519126,13.95,12.37,🟢 NEAR BOTTOM,99.5,108.0967742,129.0930233,90.3,,,🟡 HOLD,BUY,SIDEWAYS,42,33.32,🔥 Watchlist,❌ AVOID,96.87,120,6.39,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/23/1900 9:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AISA
,IDX:AKKU,Anugerah Kagum Karya Utama Tbk,Property & Real Estate,,38,0,0,,,,38,-100,⬇️ GAP DOWN,0,0,,ILLIQUID,,—,245079632000,,—,-4.04,,50,27,-24,40.74,47.83,⚡ MID ZONE,,,37.63157895,28.35,,,🟡 HOLD,HOLD,SIDEWAYS,42,19.11,⚠️ AVOID,➖ NEUTRAL,35.34,42,1.5,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,AKKU
,IDX:AKPI,Argha Karya Prima Industry Tbk,Basic Materials,,490,0.82,4,488,492,478,486,0.41,➡️ FLAT OPEN,28800,142093,0.2,NORMAL,2.86,💤 LOW,300001471000,9.47,CHEAP,51.72,,740,452,-33.78378378,7.96,12.5,🟢 NEAR BOTTOM,478.9285714,509.1935484,533.9379845,474.6,,,🟡 HOLD,BUY,SIDEWAYS,45,27.76,⚠️ AVOID,✅ CONFIRM BUY,467.15,573,3.63,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/18/1900 7:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AKPI
,IDX:AKRA,AKR Corporindo Tbk.,Industrials,,1295,1.57,10,1280,1320,1280,1275,0.39,➡️ FLAT OPEN,4953500,24675440,0.2,NORMAL,3.09,NORMAL,25894776300000,9.93,CHEAP,129.92,,1595,1065,-18.80877743,18.78,37.74,🟡 LOWER HALF,1231.071429,1335.806452,1319.767442,1118.25,,,🟡 HOLD,BUY,SIDEWAYS,52,20.77,⚠️ AVOID,➖ NEUTRAL,1194.39,1394,0.98,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/17/1900 16:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AKRA
,IDX:AKSI,Mineral Sumberdaya Mandiri Tbk,Basic Materials,,208,-4.72,-10,212,214,202,212,0,➡️ FLAT OPEN,71100,711370,0.1,NORMAL,5.77,🔥 HIGH,145440000000,,—,-14.5,,650,159,-68,33.33,10.79,🟢 NEAR BOTTOM,200.5714286,239.5483871,352.4496124,166.95,,,🟡 HOLD,SELL,DOWN,31,32.2,🔥 Watchlist,❌ AVOID,197.62,250,4.05,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/20/1900 12:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AKSI
,IDX:ALDO,Alkindo Naratama Tbk.,Basic Materials,,720,3.6,30,705,725,700,695,1.44,➡️ FLAT OPEN,20200,209000,0.1,NORMAL,3.47,NORMAL,1958016925000,46.97,OVERVALUED,15.33,,850,460,-15.29411765,52.17,61.54,⚡ MID ZONE,701.0714286,683.8709677,620.503876,483,,,🟡 HOLD,STRONG_BUY,UP,57,21.24,⚠️ AVOID,❌ AVOID,680.94,763,1.1,,,,,🟢 ACTIVE,📉 LOW,,,1/30/1900 0:00:00,1/16/1900 2:24:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,ALDO
,IDX:ALII,Ancara Logistics Indonesia Tbk,Transportation & Logistics,,780,0.64,5,780,795,775,780,0,➡️ FLAT OPEN,168300,3067250,0.05,NORMAL,2.56,💤 LOW,12423253000000,32.61,PREMIUM,23.77,,1470,515,-46.93877551,50.49,27.23,🟡 LOWER HALF,792.1428571,841.2903226,851.0655738,540.75,,,🟡 HOLD,BUY,SIDEWAYS,30,31.35,🔥 Watchlist,❌ AVOID,775.35,936,—,,,,,🟢 ACTIVE,📉 LOW,,,1/5/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ALII
,IDX:ALKA,Alakasa Industrindo Tbk,Basic Materials,,545,-1.8,-10,545,555,505,555,-1.8,➡️ FLAT OPEN,26400,725643,0.04,NORMAL,9.17,🌋 VERY HIGH,279215750000,16.52,FAIR,32.99,,1090,264,-50,104.55,33.41,🟡 LOWER HALF,591.7857143,572.3548387,552.46875,277.2,,,🟡 HOLD,REDUCE,SIDEWAYS,28,26.24,⚠️ AVOID,❌ AVOID,578.44,654,,,,,,🟢 ACTIVE,📉 LOW,,,1/7/1900 0:00:00,1/20/1900 9:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,ALKA
,IDX:ALMI,Alumindo Light Metal Industry,Basic Materials,,74,0,0,,,,74,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,282384000000,,—,-14.58,,76,74,-2.631578947,0,0,🟢 NEAR BOTTOM,,,,77.7,,,🟡 HOLD,HOLD,SIDEWAYS,30,11.32,⚠️ AVOID,➖ NEUTRAL,68.82,75,0.19,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,ALMI
,IDX:ALTO,Tri Banyan Tirta Tbk.,Consumer Non-Cyclicals,,18,0,0,,,,18,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,39453670000,,—,,,18,18,0,5.88,100,🔴 NEAR 52W HIGH,,,,18.9,,,🟡 HOLD,HOLD,SIDEWAYS,33,10,⚠️ AVOID,➖ NEUTRAL,16.74,18,0,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,ALTO
,IDX:AMAG,Asuransi Multi Artha Guna Tbk.,Financials,,400,0,0,394,400,394,400,-1.5,➡️ FLAT OPEN,2700,146383,0.02,NORMAL,1.5,💤 LOW,2000621200000,11.31,FAIR,35.38,,510,330,-21.56862745,16.36,30,🟡 LOWER HALF,384.4285714,397.3548387,412.9922481,346.5,,,🟡 HOLD,HOLD,SIDEWAYS,49,19.03,⚠️ AVOID,❌ AVOID,372.74,436,1.32,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AMAG
,IDX:AMAN,Makmur Berkah Amanda Tbk.,Property & Real Estate,,270,0,2,272,272,266,268,1.49,➡️ FLAT OPEN,7300,1365117,0.01,NORMAL,2.22,💤 LOW,1045845000000,22.27,PREMIUM,12.03,,382,91,-29.31937173,185.71,58.08,⚡ MID ZONE,247.2857143,256.9677419,259.6976744,95.55,,,🟡 HOLD,HOLD,SIDEWAYS,45,18.03,⚠️ AVOID,❌ AVOID,241.8,307,1.31,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/18/1900 9:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AMAN
,IDX:AMAR,Bank Amar Indonesia Tbk.,Financials,,193,-0.52,-1,194,194,192,194,0,➡️ FLAT OPEN,191100,622667,0.31,NORMAL,1.04,💤 LOW,3512075040000,13.76,FAIR,14.03,,302,155,-36.09271523,26.45,27.89,🟡 LOWER HALF,192.8571429,194.7096774,208.9689922,162.75,,,🟡 HOLD,REDUCE,SIDEWAYS,44,25.04,⚠️ AVOID,➖ NEUTRAL,187.4,229,6.43,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/25/1900 7:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AMAR
,IDX:AMFG,Asahimas Flat Glass Tbk.,Basic Materials,,2980,-0.33,-10,2980,2980,2980,2990,-0.33,➡️ FLAT OPEN,1500,16277,0.09,NORMAL,0,💤 LOW,1293320000000,50.53,OVERVALUED,58.97,,4100,2590,-27.31707317,16.6,28.48,🟡 LOWER HALF,2968.571429,3083.548387,3303.410853,2719.5,,,🟡 HOLD,HOLD,SIDEWAYS,38,21.69,⚠️ AVOID,➖ NEUTRAL,2889.31,3350,4.08,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/19/1900 7:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AMFG
,IDX:AMIN,Ateliers Mecaniques D Indonesi,Industrials,,254,0.79,2,254,254,254,252,0.79,➡️ FLAT OPEN,1100,144527,0.01,NORMAL,0,💤 LOW,274320000000,10.9,FAIR,23.3,,340,144,-25.29411765,72.22,53.06,⚡ MID ZONE,261.2857143,260.1290323,254.2015504,151.2,,,🟡 HOLD,BUY,SIDEWAYS,33,19.9,⚠️ AVOID,❌ AVOID,254.01,282,,,,,,🟢 ACTIVE,📉 LOW,,,1/5/1900 0:00:00,1/18/1900 9:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AMIN
,IDX:AMMN,Amman Mineral Internasional Tb,Basic Materials,,3690,-2.12,-40,3780,3800,3670,3770,0.27,➡️ FLAT OPEN,13739900,192749550,0.07,NORMAL,3.52,NORMAL,267592194900000,27.46,PREMIUM,134.38,,9100,2710,-59.45054945,38.01,16.12,🟡 LOWER HALF,3520,3681.774194,5805.775194,2845.5,,,🟡 HOLD,SELL,DOWN,32,32.83,🔥 Watchlist,➖ NEUTRAL,3478.2,4428,3.48,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/20/1900 16:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AMMN
,IDX:AMMS,Agung Menjangan Mas Tbk.,Property & Real Estate,,346,0,0,348,348,346,346,0.58,➡️ FLAT OPEN,2100,294417,0.01,NORMAL,0.58,💤 LOW,427412416000,,—,-0.38,,650,83,-46.76923077,304.82,44.62,⚡ MID ZONE,341.5714286,362.1935484,421.3410853,87.15,,,🟡 HOLD,HOLD,SIDEWAYS,44,25.78,⚠️ AVOID,❌ AVOID,332.9,415,5.27,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,AMMS
,IDX:AMOR,Ashmore Asset Management Indon,Financials,,322,-0.62,-2,328,328,322,324,1.23,➡️ FLAT OPEN,3700,143153,0.03,NORMAL,1.86,💤 LOW,715555484000,9.65,CHEAP,33.37,,560,288,-42.5,11.81,12.5,🟢 NEAR BOTTOM,318.1428571,334.9677419,357.7054264,302.4,,,🟡 HOLD,REDUCE,SIDEWAYS,40,28.95,⚠️ AVOID,❌ AVOID,310.01,386,5.34,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/19/1900 12:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AMOR
,IDX:AMRT,Sumber Alfaria Trijaya Tbk.,Consumer Cyclicals,,1435,-0.35,5,1420,1475,1420,1440,-1.39,➡️ FLAT OPEN,14740900,159988250,0.09,NORMAL,3.83,NORMAL,60002902500000,16.98,FAIR,84.8,,2490,1105,-42.36947791,28.51,22.74,🟡 LOWER HALF,1356.428571,1381.451613,1638.75969,1160.25,,,🟡 HOLD,HOLD,SIDEWAYS,44,28.19,⚠️ AVOID,✅ CONFIRM BUY,1320.6,1722,2.51,,,,,🟢 ACTIVE,📉 LOW,,,2/1/1900 0:00:00,1/19/1900 7:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,AMRT
,IDX:ANDI,Andira Agro Tbk.,Consumer Non-Cyclicals,,18,0,0,18,18,18,18,0,➡️ FLAT OPEN,57600,6852407,0.01,NORMAL,0,💤 LOW,168300000000,,—,-5.44,,40,14,-55,28.57,15.38,🟡 LOWER HALF,16.78571429,19.32258065,26.14728682,14.7,,,🟡 HOLD,HOLD,SIDEWAYS,37,35.28,🔥 Watchlist,✅ CONFIRM BUY,16.74,22,3.17,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ANDI
,IDX:ANJT,Austindo Nusantara Jaya Tbk.,Consumer Non-Cyclicals,,1490,1.02,15,1475,1490,1475,1475,0,➡️ FLAT OPEN,600,123770,0,NORMAL,1.01,💤 LOW,4997720750000,,—,-250.27,,2810,1020,-46.97508897,52.45,29.89,🟡 LOWER HALF,1460.357143,1605.16129,1685.813953,1071,,,🟡 HOLD,BUY,SIDEWAYS,44,32.37,🔥 Watchlist,➖ NEUTRAL,1446.15,1788,6.8,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/18/1900 4:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,ANJT
